,PCA_PLAIN
2022-08-19,0.00807315223723152
2022-08-22,-0.0003446087013157205
2022-08-23,-0.00494538763057034
2022-08-24,0.002717549764264281
2022-08-25,0.0026128707697151998
2022-08-26,0.004024622211396619
2022-08-29,0.00918995894696144
2022-08-30,-0.0004464042134286004
2022-08-31,-0.0013026981186064395
2022-09-01,-0.0023027850948460805
2022-09-02,-0.0011454154462508205
2022-09-06,-0.0016362761521092196
2022-09-07,-0.0007524780908527004
2022-09-08,0.0021506644425811003
2022-09-09,-0.0007769385216933791
2022-09-12,-0.007853131115550641
2022-09-13,0.00340756373390766
2022-09-14,-0.00251505528249956
2022-09-15,-0.0005254239720826
2022-09-16,0.00270943546490554
2022-09-20,-0.0031356232882063404
2022-09-21,0.003036561595587961
2022-09-22,-0.0006441642684690595
2022-09-26,0.01623600926414038
2022-09-27,0.0019270660344420198
2022-09-28,0.0026513338859619597
2022-09-29,-0.01329932664701676
2022-09-30,0.002677480797695161
2022-10-03,-0.001578465199110762
2022-10-04,0.0012077103671584224
2022-10-05,-0.00198864176801738
2022-10-06,-0.0061136835032895
2022-10-07,-0.0026811374177884793
2022-10-11,0.00924269118156222
2022-10-12,0.011509267021862259
2022-10-13,-0.0045944881507617615
2022-10-14,-0.00597891027963488
2022-10-17,-0.0006854474719959398
2022-10-18,-0.0015290710731153201
2022-10-19,0.00586971010275482
2022-10-20,-0.00449243585186096
2022-10-21,-0.00454427850582878
2022-10-24,0.012655298692599242
2022-10-25,-0.00252165787410128
2022-10-26,0.00597778130936854
2022-10-27,0.0003727300849010202
2022-10-28,-0.00463220861430086
2022-10-31,-0.00036622230776857975
2022-11-01,0.007539784074992581
2022-11-02,0.011402264419912999
2022-11-04,-0.0007982675353420806
2022-11-07,-0.00199991230966306
2022-11-08,0.0048281285142773
2022-11-09,0.0013342204543680203
2022-11-10,0.0014228692359663222
2022-11-11,0.012605132854644981
2022-11-14,-0.00602780206720944
2022-11-15,0.005342213214490899
2022-11-16,0.003472588791422499
2022-11-17,0.014286933101060259
2022-11-18,-0.00831619297358748
2022-11-21,-0.00332514601105048
2022-11-22,0.00585959231948836
2022-11-25,0.00040614196516807984
2022-11-28,0.00627432184971296
2022-11-29,0.0016994404617673396
2022-11-30,0.006749593833740561
2022-12-01,-0.006737952864279261
2022-12-02,0.006331057139288082
2022-12-05,-0.0014080718129482212
2022-12-06,-0.0006001629157032593
2022-12-07,-8.09950154106202e-05
2022-12-08,0.00542982794708722
2022-12-09,-0.0005812001953462197
2022-12-12,-0.0026340540470725605
2022-12-13,-0.0020668372973248797
2022-12-14,0.00272886612872484
2022-12-15,-0.004750920619665219
2022-12-16,0.005541192188065979
2022-12-19,0.00233617545641342
2022-12-20,-0.02037353901557652
2022-12-21,-0.009987218970084762
2022-12-22,-0.00526957301620262
2022-12-23,0.0034062060227387403
2022-12-27,-0.00641335096186008
2022-12-28,-0.0032096523301346803
2022-12-29,0.00044409337458601976
2022-12-30,-0.005504789198290461
2023-01-04,-0.001943295455616641
2023-01-05,-0.00156230254042484
2023-01-06,0.004083090047242181
2023-01-10,-0.0001499700885535197
2023-01-11,0.00718456313054308
2023-01-12,0.01968965046498688
2023-01-13,-0.011596342698358521
2023-01-17,0.01124804627985608
2023-01-18,-0.0024116109152831806
2023-01-19,0.0031372755753848003
2023-01-20,-0.007476458260960741
2023-01-23,0.0054611304418566604
2023-01-24,-0.0039994512947192605
2023-01-25,-0.0034446894642338414
2023-01-26,0.00458979395971162
2023-01-27,-0.0005749420641969997
2023-01-30,0.0012272077447485603
2023-01-31,0.01542046293787034
2023-02-01,0.00454445596921444
2023-02-02,0.0016129799542014597
2023-02-03,0.0012276936875606796
2023-02-06,0.008169199487188441
2023-02-07,0.0049943274646651395
2023-02-08,-0.00374213269861432
2023-02-09,-0.002542288710698521
2023-02-10,-0.0025768717180017
2023-02-13,0.006389026904697141
2023-02-14,0.0008948476808819601
2023-02-15,-0.008490211146609099
2023-02-16,0.0037597104714778397
2023-02-17,-0.0032403581862461795
2023-02-21,0.005323150463550121
2023-02-22,0.0006542735993733785
2023-02-24,0.0058339752663286604
2023-02-27,0.0003076989231814622
