,PCA_SUB
2016-02-26,0.013000304568608501
2016-02-29,0.01628296489066464
2016-03-01,-0.00031158398410876045
2016-03-02,-0.0035396585073693004
2016-03-03,0.01045538092989452
2016-03-04,0.011196823228303001
2016-03-07,-0.01147269833837528
2016-03-08,-0.0119698588308558
2016-03-09,-0.0008711178509965601
2016-03-10,-0.0021004561741598195
2016-03-11,0.0073742516023302205
2016-03-14,0.0020283863772554787
2016-03-15,0.006481273521732819
2016-03-16,-0.008327859493719739
2016-03-17,0.0008622095879500394
2016-03-18,-0.0034203465900051796
2016-03-22,-0.00765589713227732
2016-03-23,-0.00024077201467025963
2016-03-24,0.00666279414624572
2016-03-28,0.0061119781854763605
2016-03-29,-0.0026712339206289
2016-03-30,0.0017910451849819401
2016-03-31,-0.00406391057139994
2016-04-01,-0.0060108207673091225
2016-04-04,0.01747707698080346
2016-04-05,0.015024033278856201
2016-04-06,-0.0033561791117555405
2016-04-07,-0.003929038862097979
2016-04-08,-0.0047757291575823
2016-04-11,-0.0106400094826798
2016-04-12,0.015278820614389042
2016-04-13,0.00674477130510202
